time,液体流量计1,气体流量计2,温度传感器3,温度传感器4,液位传感器5,压力传感器6,液体流量计7,气体流量计8,温度传感器9,温度传感器10,压力传感器11,液位传感器12,气体流量计13,温度传感器14,压力传感器15,液体流量计16,温度传感器18,压力传感器19,液体流量计20,液位传感器21,温度传感器22,压力传感器23,温度传感器24,压力传感器25,液体流量计26,液位传感器27,压力传感器28,温度传感器29,温度传感器30,压力传感器31,液体流量计32
" 2022-08-15 09:26:12",25.0,1.0,22.0,28.0,334.0,9.0,0.0,1.0,27.0,29.0,36.0,469.0,0.0,25.0,15.0,11.0,21.0,29.0,7.0,302.0,22.0,37.0,29.0,31.0,23.0,393.0,20.0,20.0,25.0,36.0,5.0
" 2022-08-15 09:28:09",11.0,0.0,28.0,20.0,477.0,21.0,18.0,0.0,28.0,27.0,38.0,487.0,0.0,26.0,21.0,11.0,26.0,10.0,11.0,433.0,22.0,8.0,29.0,19.0,9.0,493.0,15.0,26.0,22.0,13.0,3.0
" 2022-08-15 09:28:59",19.0,1.0,29.0,24.0,307.0,28.0,25.0,0.0,26.0,22.0,37.0,481.0,1.0,21.0,18.0,5.0,24.0,25.0,12.0,400.0,27.0,2.0,24.0,1.0,15.0,439.0,24.0,27.0,27.0,13.0,24.0
" 2022-08-15 09:29:22",14.0,0.0,22.0,26.0,306.0,30.0,11.0,0.0,25.0,29.0,3.0,459.0,1.0,20.0,32.0,3.0,28.0,22.0,10.0,431.0,23.0,31.0,27.0,0.0,28.0,483.0,29.0,25.0,28.0,8.0,18.0
" 2022-08-15 09:30:11",9.0,1.0,21.0,23.0,463.0,32.0,26.0,0.0,20.0,27.0,15.0,390.0,1.0,29.0,0.0,13.0,22.0,13.0,15.0,490.0,21.0,38.0,29.0,2.0,26.0,483.0,21.0,21.0,22.0,13.0,20.0
" 2022-08-15 09:30:13",19.0,0.0,24.0,26.0,546.0,10.0,24.0,0.0,26.0,23.0,11.0,545.0,0.0,25.0,38.0,21.0,21.0,35.0,12.0,321.0,27.0,24.0,29.0,23.0,24.0,504.0,29.0,24.0,29.0,17.0,18.0
" 2022-08-15 09:29:20",26.0,0.0,22.0,29.0,324.0,25.0,4.0,1.0,25.0,23.0,4.0,441.0,1.0,25.0,10.0,15.0,20.0,13.0,27.0,472.0,25.0,12.0,28.0,8.0,9.0,515.0,1.0,22.0,28.0,6.0,10.0
" 2022-08-15 09:29:56",20.0,0.0,28.0,25.0,321.0,8.0,0.0,1.0,22.0,23.0,26.0,445.0,1.0,22.0,6.0,7.0,29.0,0.0,9.0,353.0,21.0,33.0,22.0,16.0,7.0,473.0,26.0,24.0,26.0,9.0,27.0
" 2022-08-15 09:30:37",1.0,0.0,20.0,20.0,541.0,10.0,26.0,1.0,20.0,24.0,20.0,520.0,1.0,26.0,27.0,26.0,28.0,27.0,9.0,513.0,23.0,24.0,20.0,35.0,15.0,432.0,36.0,25.0,27.0,0.0,14.0
" 2022-08-15 09:31:21",29.0,0.0,27.0,22.0,452.0,18.0,8.0,0.0,28.0,24.0,9.0,484.0,1.0,27.0,3.0,19.0,26.0,11.0,16.0,309.0,23.0,6.0,25.0,14.0,16.0,333.0,38.0,29.0,29.0,2.0,13.0
" 2022-08-15 09:32:10",5.0,1.0,23.0,24.0,451.0,15.0,0.0,1.0,24.0,21.0,17.0,478.0,0.0,25.0,34.0,0.0,25.0,26.0,22.0,424.0,21.0,18.0,22.0,33.0,6.0,345.0,29.0,28.0,22.0,39.0,18.0
" 2022-08-15 09:30:10",7.0,0.0,27.0,26.0,549.0,27.0,22.0,0.0,23.0,22.0,1.0,496.0,1.0,21.0,0.0,29.0,22.0,18.0,18.0,383.0,27.0,0.0,28.0,8.0,19.0,377.0,7.0,23.0,25.0,37.0,9.0
" 2022-08-15 09:30:45",24.0,0.0,21.0,21.0,353.0,22.0,12.0,0.0,26.0,27.0,10.0,392.0,1.0,23.0,34.0,13.0,22.0,12.0,25.0,395.0,22.0,38.0,26.0,20.0,26.0,454.0,28.0,26.0,28.0,39.0,20.0
" 2022-08-15 09:32:31",22.0,0.0,26.0,21.0,491.0,17.0,15.0,1.0,29.0,22.0,22.0,429.0,0.0,25.0,15.0,26.0,23.0,19.0,6.0,518.0,24.0,24.0,23.0,13.0,8.0,531.0,6.0,21.0,22.0,4.0,19.0
" 2022-08-15 09:34:40",15.0,0.0,29.0,26.0,470.0,13.0,15.0,0.0,24.0,22.0,4.0,492.0,1.0,20.0,39.0,28.0,21.0,6.0,23.0,542.0,20.0,14.0,20.0,18.0,13.0,530.0,23.0,28.0,25.0,39.0,1.0
" 2022-08-15 09:35:22",28.0,1.0,29.0,27.0,546.0,14.0,7.0,1.0,29.0,26.0,23.0,545.0,1.0,23.0,5.0,7.0,23.0,1.0,25.0,318.0,25.0,9.0,25.0,22.0,14.0,427.0,8.0,29.0,28.0,2.0,18.0
" 2022-08-15 09:36:02",20.0,1.0,22.0,29.0,345.0,3.0,26.0,0.0,24.0,27.0,23.0,423.0,0.0,27.0,25.0,17.0,28.0,17.0,22.0,341.0,25.0,13.0,23.0,34.0,20.0,355.0,2.0,29.0,23.0,26.0,0.0
" 2022-08-15 09:36:26",11.0,0.0,27.0,22.0,505.0,3.0,26.0,0.0,20.0,27.0,16.0,394.0,0.0,29.0,23.0,20.0,28.0,7.0,11.0,430.0,27.0,9.0,21.0,30.0,6.0,522.0,1.0,25.0,26.0,15.0,5.0
" 2022-08-15 09:36:32",10.0,1.0,29.0,26.0,471.0,16.0,25.0,1.0,27.0,24.0,2.0,360.0,0.0,22.0,8.0,25.0,23.0,18.0,25.0,494.0,23.0,28.0,24.0,30.0,0.0,398.0,34.0,22.0,21.0,17.0,24.0
" 2022-08-15 09:35:59",9.0,0.0,25.0,24.0,447.0,22.0,29.0,1.0,27.0,27.0,38.0,487.0,0.0,28.0,28.0,13.0,29.0,17.0,8.0,317.0,28.0,32.0,24.0,11.0,27.0,433.0,1.0,27.0,27.0,19.0,5.0
" 2022-08-15 09:36:45",27.0,0.0,26.0,22.0,516.0,5.0,24.0,0.0,20.0,25.0,23.0,397.0,1.0,26.0,10.0,22.0,26.0,4.0,8.0,341.0,27.0,34.0,24.0,26.0,26.0,532.0,37.0,22.0,24.0,6.0,12.0
" 2022-08-15 09:37:07",6.0,0.0,29.0,21.0,366.0,15.0,18.0,1.0,24.0,24.0,22.0,377.0,1.0,25.0,6.0,28.0,22.0,16.0,24.0,371.0,21.0,27.0,27.0,26.0,12.0,522.0,29.0,25.0,26.0,5.0,12.0
" 2022-08-15 09:37:55",7.0,0.0,29.0,22.0,498.0,35.0,7.0,0.0,20.0,28.0,24.0,474.0,1.0,29.0,10.0,11.0,28.0,33.0,24.0,445.0,26.0,35.0,27.0,28.0,20.0,530.0,35.0,25.0,23.0,14.0,19.0
" 2022-08-15 09:38:35",28.0,0.0,26.0,26.0,379.0,22.0,1.0,0.0,28.0,23.0,20.0,429.0,0.0,27.0,13.0,16.0,27.0,14.0,3.0,327.0,29.0,19.0,26.0,31.0,26.0,331.0,33.0,26.0,27.0,17.0,27.0
" 2022-08-15 09:40:22",25.0,0.0,26.0,20.0,379.0,36.0,23.0,0.0,25.0,27.0,16.0,495.0,0.0,29.0,33.0,0.0,23.0,2.0,26.0,378.0,22.0,13.0,21.0,32.0,6.0,499.0,6.0,27.0,23.0,1.0,7.0
" 2022-08-15 09:39:10",12.0,0.0,21.0,21.0,435.0,0.0,21.0,1.0,21.0,23.0,33.0,325.0,0.0,28.0,30.0,4.0,21.0,34.0,10.0,404.0,29.0,24.0,29.0,3.0,11.0,372.0,21.0,28.0,27.0,5.0,27.0
" 2022-08-15 09:40:31",19.0,1.0,21.0,20.0,529.0,16.0,22.0,0.0,29.0,22.0,25.0,335.0,1.0,24.0,20.0,25.0,25.0,28.0,19.0,357.0,23.0,5.0,26.0,1.0,24.0,423.0,13.0,28.0,26.0,18.0,29.0
" 2022-08-15 09:38:12",29.0,0.0,20.0,29.0,483.0,13.0,15.0,1.0,22.0,22.0,36.0,505.0,0.0,27.0,4.0,14.0,21.0,20.0,15.0,357.0,29.0,30.0,20.0,32.0,25.0,373.0,39.0,27.0,23.0,30.0,10.0
" 2022-08-15 09:41:21",4.0,1.0,28.0,23.0,330.0,6.0,27.0,0.0,20.0,24.0,12.0,509.0,1.0,28.0,36.0,3.0,21.0,39.0,11.0,406.0,21.0,35.0,27.0,0.0,22.0,475.0,31.0,24.0,21.0,23.0,24.0
" 2022-08-15 09:42:12",22.0,0.0,21.0,28.0,424.0,37.0,13.0,0.0,21.0,26.0,25.0,531.0,1.0,28.0,36.0,5.0,21.0,6.0,23.0,310.0,20.0,36.0,21.0,3.0,13.0,450.0,15.0,20.0,28.0,0.0,4.0
" 2022-08-15 09:42:29",16.0,1.0,20.0,28.0,537.0,0.0,8.0,1.0,22.0,28.0,9.0,457.0,1.0,25.0,6.0,14.0,28.0,34.0,15.0,317.0,26.0,24.0,20.0,28.0,10.0,352.0,21.0,25.0,25.0,10.0,0.0
" 2022-08-15 09:40:15",5.0,0.0,25.0,21.0,420.0,27.0,13.0,0.0,27.0,26.0,20.0,481.0,1.0,21.0,10.0,15.0,22.0,5.0,26.0,495.0,29.0,19.0,21.0,29.0,10.0,338.0,19.0,22.0,24.0,7.0,13.0
" 2022-08-15 09:42:48",5.0,0.0,20.0,22.0,437.0,4.0,12.0,1.0,20.0,24.0,14.0,308.0,0.0,27.0,32.0,19.0,20.0,4.0,11.0,544.0,24.0,22.0,20.0,6.0,26.0,345.0,24.0,27.0,21.0,9.0,24.0
" 2022-08-15 09:41:20",13.0,0.0,23.0,28.0,456.0,3.0,14.0,1.0,29.0,24.0,34.0,329.0,1.0,22.0,12.0,4.0,27.0,31.0,22.0,399.0,20.0,28.0,29.0,27.0,2.0,459.0,14.0,20.0,23.0,37.0,24.0
" 2022-08-15 09:43:19",5.0,0.0,27.0,23.0,362.0,4.0,17.0,0.0,20.0,22.0,37.0,478.0,1.0,22.0,29.0,23.0,27.0,30.0,28.0,427.0,22.0,2.0,20.0,19.0,29.0,511.0,18.0,21.0,25.0,18.0,10.0
" 2022-08-15 09:42:20",13.0,1.0,21.0,20.0,344.0,28.0,15.0,1.0,28.0,24.0,1.0,361.0,0.0,29.0,29.0,3.0,21.0,25.0,26.0,549.0,28.0,10.0,22.0,15.0,20.0,437.0,35.0,21.0,25.0,27.0,7.0
" 2022-08-15 09:44:24",3.0,1.0,28.0,29.0,347.0,33.0,1.0,0.0,26.0,27.0,3.0,336.0,0.0,21.0,31.0,12.0,29.0,13.0,11.0,455.0,22.0,28.0,25.0,3.0,21.0,427.0,10.0,21.0,24.0,25.0,15.0
" 2022-08-15 09:44:09",0.0,1.0,25.0,20.0,439.0,18.0,4.0,0.0,22.0,27.0,16.0,314.0,1.0,29.0,39.0,6.0,26.0,28.0,25.0,353.0,28.0,8.0,21.0,12.0,2.0,353.0,36.0,20.0,28.0,19.0,9.0
" 2022-08-15 09:45:08",15.0,0.0,21.0,24.0,303.0,27.0,11.0,1.0,28.0,29.0,1.0,494.0,1.0,24.0,4.0,3.0,25.0,0.0,24.0,374.0,24.0,14.0,25.0,38.0,13.0,547.0,5.0,22.0,27.0,3.0,7.0
" 2022-08-15 09:47:23",23.0,1.0,23.0,20.0,375.0,20.0,2.0,1.0,20.0,20.0,29.0,538.0,0.0,25.0,33.0,11.0,22.0,20.0,24.0,390.0,25.0,11.0,24.0,22.0,14.0,385.0,27.0,27.0,25.0,29.0,4.0
" 2022-08-15 09:47:37",17.0,1.0,27.0,21.0,358.0,32.0,5.0,0.0,27.0,26.0,33.0,335.0,1.0,27.0,4.0,27.0,24.0,5.0,26.0,386.0,20.0,25.0,26.0,28.0,25.0,479.0,29.0,21.0,26.0,28.0,7.0
" 2022-08-15 09:45:56",22.0,1.0,20.0,24.0,524.0,25.0,17.0,0.0,23.0,28.0,28.0,493.0,0.0,26.0,31.0,25.0,27.0,9.0,20.0,316.0,21.0,28.0,27.0,9.0,1.0,507.0,8.0,26.0,23.0,3.0,27.0
" 2022-08-15 09:48:20",4.0,1.0,24.0,27.0,331.0,38.0,15.0,0.0,28.0,20.0,20.0,335.0,0.0,21.0,28.0,17.0,25.0,38.0,21.0,428.0,24.0,39.0,29.0,30.0,13.0,468.0,26.0,21.0,26.0,14.0,13.0
" 2022-08-15 09:48:33",10.0,1.0,25.0,21.0,304.0,1.0,29.0,0.0,24.0,22.0,19.0,354.0,0.0,29.0,0.0,18.0,29.0,26.0,20.0,420.0,20.0,4.0,26.0,2.0,16.0,444.0,27.0,23.0,29.0,14.0,2.0
" 2022-08-15 09:48:37",12.0,1.0,29.0,27.0,347.0,6.0,3.0,1.0,25.0,24.0,33.0,501.0,1.0,26.0,36.0,15.0,29.0,19.0,22.0,395.0,25.0,6.0,25.0,26.0,26.0,467.0,4.0,22.0,27.0,22.0,19.0
" 2022-08-15 09:48:57",6.0,1.0,29.0,24.0,331.0,23.0,21.0,1.0,23.0,29.0,38.0,393.0,0.0,25.0,23.0,12.0,24.0,10.0,19.0,534.0,20.0,25.0,23.0,28.0,6.0,511.0,2.0,27.0,27.0,5.0,24.0
" 2022-08-15 09:50:23",12.0,0.0,20.0,22.0,481.0,36.0,9.0,1.0,20.0,27.0,6.0,305.0,0.0,29.0,36.0,20.0,22.0,9.0,10.0,378.0,27.0,20.0,25.0,5.0,14.0,339.0,4.0,28.0,29.0,34.0,14.0
" 2022-08-15 09:50:03",13.0,1.0,22.0,24.0,493.0,17.0,7.0,0.0,20.0,24.0,38.0,538.0,0.0,28.0,39.0,17.0,28.0,5.0,8.0,399.0,28.0,36.0,22.0,13.0,11.0,472.0,32.0,26.0,25.0,27.0,13.0
" 2022-08-15 09:52:19",9.0,1.0,23.0,27.0,394.0,38.0,21.0,0.0,23.0,24.0,24.0,526.0,1.0,29.0,13.0,4.0,24.0,0.0,8.0,360.0,24.0,23.0,29.0,33.0,12.0,479.0,1.0,26.0,27.0,39.0,13.0
" 2022-08-15 09:51:42",4.0,0.0,24.0,22.0,469.0,30.0,17.0,1.0,22.0,26.0,29.0,363.0,0.0,25.0,14.0,7.0,22.0,0.0,18.0,443.0,29.0,38.0,22.0,28.0,10.0,359.0,26.0,27.0,20.0,9.0,28.0
" 2022-08-15 09:52:19",8.0,0.0,25.0,27.0,443.0,9.0,15.0,1.0,21.0,21.0,8.0,465.0,1.0,25.0,38.0,24.0,24.0,6.0,7.0,456.0,25.0,2.0,27.0,2.0,7.0,437.0,13.0,24.0,25.0,13.0,2.0
" 2022-08-15 09:51:32",8.0,1.0,21.0,25.0,491.0,6.0,17.0,0.0,20.0,24.0,5.0,337.0,0.0,21.0,31.0,10.0,24.0,38.0,27.0,544.0,28.0,1.0,24.0,4.0,15.0,354.0,6.0,20.0,28.0,37.0,12.0
" 2022-08-15 09:52:14",27.0,1.0,23.0,29.0,374.0,10.0,24.0,1.0,27.0,29.0,4.0,509.0,1.0,23.0,0.0,14.0,26.0,0.0,17.0,300.0,24.0,38.0,28.0,14.0,26.0,416.0,14.0,25.0,25.0,28.0,15.0
" 2022-08-15 09:56:05",26.0,1.0,26.0,29.0,484.0,8.0,22.0,0.0,27.0,28.0,38.0,508.0,1.0,25.0,19.0,18.0,21.0,33.0,23.0,450.0,23.0,22.0,23.0,13.0,9.0,445.0,28.0,20.0,21.0,30.0,14.0
" 2022-08-15 09:53:04",14.0,1.0,21.0,28.0,417.0,7.0,13.0,1.0,28.0,26.0,18.0,438.0,0.0,24.0,7.0,22.0,22.0,2.0,29.0,365.0,22.0,8.0,22.0,23.0,0.0,446.0,4.0,24.0,29.0,30.0,18.0
" 2022-08-15 09:53:34",11.0,0.0,27.0,21.0,467.0,37.0,29.0,1.0,27.0,26.0,6.0,348.0,1.0,27.0,4.0,18.0,27.0,6.0,19.0,357.0,29.0,31.0,22.0,22.0,19.0,465.0,31.0,22.0,27.0,34.0,15.0
" 2022-08-15 09:54:16",19.0,1.0,25.0,27.0,406.0,3.0,18.0,0.0,20.0,27.0,28.0,320.0,0.0,28.0,18.0,25.0,25.0,26.0,12.0,549.0,28.0,39.0,27.0,13.0,26.0,521.0,29.0,27.0,28.0,38.0,25.0
" 2022-08-15 09:55:09",7.0,0.0,28.0,20.0,422.0,20.0,4.0,0.0,22.0,25.0,14.0,510.0,1.0,26.0,32.0,19.0,23.0,28.0,3.0,471.0,26.0,26.0,23.0,7.0,2.0,462.0,20.0,28.0,24.0,33.0,9.0
" 2022-08-15 09:54:49",1.0,0.0,26.0,27.0,411.0,38.0,12.0,0.0,24.0,22.0,37.0,466.0,0.0,20.0,21.0,12.0,22.0,37.0,27.0,449.0,27.0,35.0,28.0,12.0,21.0,501.0,27.0,21.0,29.0,22.0,26.0
" 2022-08-15 09:55:56",15.0,0.0,22.0,20.0,531.0,11.0,27.0,1.0,24.0,26.0,6.0,351.0,0.0,29.0,0.0,5.0,28.0,31.0,13.0,320.0,27.0,25.0,20.0,5.0,0.0,507.0,39.0,25.0,25.0,21.0,24.0
" 2022-08-15 09:56:57",9.0,0.0,23.0,25.0,472.0,24.0,9.0,1.0,22.0,29.0,19.0,312.0,0.0,24.0,2.0,16.0,28.0,12.0,0.0,373.0,22.0,30.0,27.0,8.0,4.0,317.0,6.0,28.0,27.0,33.0,15.0
" 2022-08-15 09:58:21",26.0,0.0,22.0,24.0,498.0,20.0,24.0,0.0,22.0,29.0,4.0,454.0,1.0,29.0,8.0,10.0,22.0,19.0,11.0,460.0,27.0,29.0,27.0,30.0,2.0,415.0,2.0,25.0,28.0,32.0,9.0
" 2022-08-15 09:57:50",9.0,0.0,29.0,21.0,539.0,3.0,1.0,0.0,24.0,22.0,3.0,316.0,1.0,26.0,11.0,17.0,29.0,11.0,26.0,355.0,25.0,38.0,28.0,20.0,0.0,435.0,23.0,21.0,23.0,37.0,12.0
" 2022-08-15 09:58:02",6.0,1.0,21.0,29.0,462.0,38.0,10.0,0.0,23.0,23.0,35.0,471.0,1.0,28.0,2.0,0.0,25.0,20.0,2.0,429.0,23.0,18.0,26.0,19.0,28.0,300.0,25.0,26.0,21.0,29.0,0.0
" 2022-08-15 09:56:48",9.0,0.0,21.0,27.0,498.0,5.0,29.0,0.0,28.0,27.0,27.0,335.0,0.0,23.0,37.0,5.0,28.0,15.0,0.0,312.0,28.0,25.0,29.0,33.0,24.0,539.0,23.0,20.0,21.0,6.0,22.0
" 2022-08-15 09:59:14",2.0,0.0,20.0,24.0,402.0,26.0,27.0,0.0,27.0,23.0,6.0,480.0,1.0,25.0,19.0,27.0,21.0,18.0,17.0,527.0,21.0,2.0,23.0,27.0,2.0,340.0,6.0,25.0,26.0,16.0,1.0
" 2022-08-15 10:00:23",17.0,1.0,26.0,29.0,499.0,21.0,29.0,1.0,28.0,24.0,35.0,447.0,0.0,21.0,34.0,10.0,26.0,11.0,19.0,494.0,28.0,29.0,25.0,0.0,10.0,480.0,3.0,28.0,27.0,2.0,24.0
" 2022-08-15 09:58:08",5.0,1.0,29.0,23.0,433.0,25.0,12.0,0.0,24.0,26.0,13.0,413.0,1.0,29.0,13.0,25.0,28.0,11.0,20.0,395.0,27.0,14.0,20.0,7.0,19.0,467.0,35.0,22.0,28.0,16.0,13.0
" 2022-08-15 10:01:28",29.0,1.0,20.0,24.0,365.0,19.0,4.0,0.0,22.0,29.0,2.0,487.0,1.0,25.0,36.0,6.0,27.0,15.0,14.0,460.0,21.0,7.0,21.0,1.0,5.0,351.0,35.0,22.0,27.0,32.0,29.0
" 2022-08-15 10:02:26",7.0,0.0,28.0,22.0,436.0,27.0,0.0,1.0,29.0,22.0,23.0,407.0,0.0,22.0,9.0,21.0,21.0,23.0,8.0,327.0,22.0,24.0,25.0,28.0,23.0,521.0,32.0,27.0,27.0,21.0,27.0
" 2022-08-15 10:02:10",21.0,0.0,21.0,21.0,473.0,31.0,29.0,1.0,29.0,28.0,30.0,332.0,0.0,20.0,38.0,26.0,28.0,20.0,19.0,424.0,26.0,15.0,22.0,32.0,21.0,357.0,5.0,21.0,25.0,23.0,23.0
" 2022-08-15 10:01:51",16.0,0.0,25.0,24.0,480.0,8.0,23.0,1.0,20.0,22.0,13.0,321.0,1.0,27.0,5.0,22.0,25.0,6.0,28.0,503.0,26.0,28.0,29.0,5.0,8.0,469.0,33.0,22.0,25.0,11.0,27.0
" 2022-08-15 10:00:50",10.0,0.0,29.0,29.0,443.0,32.0,3.0,1.0,29.0,28.0,28.0,480.0,0.0,22.0,6.0,23.0,24.0,30.0,6.0,399.0,21.0,28.0,21.0,29.0,0.0,347.0,39.0,21.0,22.0,30.0,28.0
" 2022-08-15 10:03:30",18.0,1.0,26.0,23.0,303.0,38.0,0.0,1.0,28.0,25.0,16.0,312.0,1.0,29.0,4.0,15.0,20.0,39.0,23.0,341.0,27.0,31.0,24.0,28.0,7.0,429.0,13.0,29.0,22.0,30.0,24.0
" 2022-08-15 10:04:27",15.0,1.0,25.0,29.0,496.0,19.0,7.0,0.0,22.0,22.0,29.0,338.0,1.0,21.0,1.0,27.0,27.0,20.0,23.0,492.0,22.0,8.0,21.0,22.0,17.0,314.0,10.0,27.0,26.0,24.0,2.0
" 2022-08-15 10:03:40",5.0,0.0,22.0,26.0,389.0,8.0,0.0,0.0,22.0,26.0,5.0,491.0,0.0,26.0,3.0,23.0,21.0,8.0,19.0,493.0,23.0,20.0,21.0,8.0,3.0,309.0,22.0,26.0,23.0,19.0,9.0
" 2022-08-15 10:05:21",17.0,0.0,29.0,24.0,389.0,19.0,23.0,1.0,24.0,21.0,21.0,394.0,0.0,26.0,27.0,6.0,23.0,20.0,8.0,440.0,28.0,36.0,23.0,17.0,12.0,549.0,1.0,20.0,22.0,3.0,26.0
" 2022-08-15 10:04:48",25.0,1.0,21.0,23.0,350.0,1.0,25.0,0.0,26.0,26.0,9.0,355.0,0.0,23.0,0.0,15.0,25.0,14.0,8.0,468.0,27.0,2.0,24.0,22.0,1.0,460.0,39.0,25.0,27.0,34.0,26.0
" 2022-08-15 10:04:58",6.0,1.0,24.0,27.0,400.0,28.0,28.0,1.0,27.0,22.0,28.0,526.0,0.0,27.0,1.0,12.0,22.0,31.0,3.0,495.0,20.0,16.0,27.0,19.0,19.0,300.0,8.0,22.0,28.0,9.0,2.0
